#,claim_status,video_id,video_duration_sec,video_transcription_text,verified_status,author_ban_status,video_view_count,video_like_count,video_share_count,video_download_count,video_comment_count
61,claim,9798619572,27,a friend shared with a friend that bathwater stays warmer for a longer duration with bubbles,not verified,under scrutiny,738194,364996,41415,4723,1497
62,claim,4179248561,39,a friend shared with a friend that the scottish were the first people to fry chicken,not verified,active,133371,35031,11485,71,8
63,claim,7409239572,34,a friend shared with a friend that a crocodile cannot stick its tongue out,not verified,active,162260,91365,35235,463,275
64,claim,4111746497,20,a friend shared with a friend that humans can’t taste food without saliva,not verified,active,245003,61870,15036,252,106
65,claim,4632887634,15,a friend shared with a friend that butterflies taste with their feet,not verified,banned,548562,310014,35590,3126,774
66,claim,7215515846,47,a friend shared with a friend that millions of trees are estimated to be planted by squirrels that forgot their buried nuts,not verified,active,946467,303937,76978,7385,2269
67,claim,8107194195,7,"a friend shared with a friend that a single lightning bolt has enough energy to toast 100,000 slices of bread",not verified,under scrutiny,161694,60824,18251,561,155
68,claim,2270577813,20,"a friend shared with a friend that the canary islands are named after types of dogs, not birds",not verified,active,688090,381350,151210,9392,5127
69,claim,9767346866,19,a friend shared with a friend that bubble wrap was originally designed to be used as wallpaper,not verified,active,397799,211856,38921,2643,1371
70,claim,4825454916,59,a friend shared with a friend that armadillos have bulletproof shells,not verified,active,544437,332320,125327,4874,1072
71,claim,8023004294,57,a friend shared with a friend that x-rays can’t distinguish real diamonds from fake ones,not verified,active,308623,97188,25293,1420,334
72,claim,5786988016,15,a friend shared with a friend that outerspace partly smells like diesel fuel and barbeque,not verified,under scrutiny,925029,181896,69008,3956,815
73,claim,1390410677,38,a friend shared with a friend that the average american spends time totalling 2.5 days annually looking for lost items,not verified,active,781867,436225,37330,8738,1114
74,claim,4419462620,57,a friend shared with a friend that ravens are always aware when someone is watching them,not verified,active,334789,62916,14504,346,175
75,claim,2906611740,33,a friend shared with a friend that baby octopuses are the size of a flea,not verified,active,709969,68179,23995,481,111
76,claim,8118164134,18,a friend shared with a friend that mice typically only live for 6 months in the wild,not verified,active,614139,380408,5926,846,429
77,claim,8306142956,17,a friend shared with a friend that lemurs were previously the size of gorillas,not verified,active,155372,64585,19461,352,232
78,claim,9236215644,21,a friend shared with a friend that ketchup leaves the bottle at a measured speed of 25 miles per year,not verified,banned,710610,55506,12655,756,242
79,claim,2407382393,18,a friend shared with a friend that a pineapple plant can only produce one pineapple a year,not verified,banned,392647,140712,48169,1115,673
80,claim,4006275745,12,a friend shared with a friend that china is the world’s largest silk producer,not verified,banned,666314,119387,20615,1651,126
81,claim,7465429985,46,a friend shared with a friend that strawberries are the only known fruit to grow their seeds externally,not verified,active,945955,284534,17239,5578,1255
82,claim,7257408058,31,"a friend mentioned someone discovered that an average human child's developing body has over 300 bones, but by adulthood they'll have 206",not verified,active,370517,44503,5148,91,40
83,claim,4896038421,60,a friend mentioned someone discovered that nucelear fission is now being used to produce electricity,not verified,under scrutiny,598786,131257,32217,3264,1111
84,claim,6296769703,58,a friend mentioned someone discovered that there are more microorganisms in one teaspoon of soil than people on the planet,not verified,active,747805,141000,53967,981,575
85,claim,9789501248,60,a friend mentioned someone discovered that damascus is the oldest continuously inhabited city in the world,not verified,under scrutiny,263312,16123,3323,344,152
86,claim,8984038606,13,a friend mentioned someone discovered that the musical artist prince played 27 different instruments on his debut album ,not verified,active,17838,11016,39,106,57
87,claim,4113822917,14,a friend mentioned someone discovered that about half of the world's population can access the web via a mobile device,not verified,active,411215,106159,27252,1524,252
88,claim,6645555783,46,"a friend mentioned someone discovered that 99% of individuals in denmark, ireland and the united arab emirates have internet access",not verified,banned,463546,246312,55742,642,236
89,claim,7912991495,16,a friend mentioned someone discovered that the average user checks their mobile phone around 150 times each day,not verified,active,46062,11830,992,227,52
90,claim,3507878005,44,a friend mentioned someone discovered that india’s trains transport roughly 23 million passengers each day,not verified,banned,777701,313676,34427,5975,2938
91,claim,3348412045,33,a friend mentioned someone discovered that the biggest passenger bus in the world operates in brazil ,not verified,under scrutiny,505075,300085,21582,3371,2227
92,claim,9828122563,51,"a friend mentioned someone discovered that shanghai, china has the world's longest subway system  ",not verified,active,341514,144152,20577,915,505
93,claim,7889802893,54,a friend mentioned someone discovered that a dog’s sense of smell is much more powerful than a human's,not verified,banned,442143,55585,10390,853,119
94,claim,7912041583,25,a friend mentioned someone discovered that the cheetah is the fastest land animal on earth,verified,active,209917,77375,25645,373,7
95,claim,6236342368,10,a friend mentioned someone discovered that an octopus has three hearts ,not verified,active,286551,34431,5901,375,37
96,claim,3512909616,55,a friend mentioned someone discovered that some sharks can glow in the dark,not verified,under scrutiny,866356,100005,39847,771,295
97,claim,7085747042,17,a friend mentioned someone discovered that footprints left on the moon won’t disappear as there is no wind,not verified,active,295933,46609,8192,390,200
98,claim,1726688067,45,a friend mentioned someone discovered that there might be a huge planet in this solar system,not verified,under scrutiny,741597,32899,188,378,91
99,claim,5036872409,41,a friend mentioned someone discovered that it is illegal to waste food in french supermarkets,not verified,active,743460,468826,82531,8527,5484
100,claim,8910997159,14,a friend mentioned someone discovered that a banana is technically a berry,not verified,active,843640,320689,23664,2440,1440
101,claim,9316224011,42,a friend mentioned someone discovered that elephants will console each other during stressful situations,not verified,active,937009,494551,176796,3019,1881
102,claim,8665848662,5,a friend mentioned someone discovered that antarctica is the only continent without any reptiles or snakes,not verified,banned,752326,352464,47651,5907,1337
103,claim,9657934833,9,a friend mentioned someone discovered that a crocodile cannot stick its tongue out,not verified,under scrutiny,104754,54091,14738,152,19
104,claim,9331058247,32,a friend mentioned someone discovered that insects are attracted to light because of the moon,not verified,active,314497,103992,33563,2491,497
105,claim,4046621600,25,a friend mentioned someone discovered that ancient egyptians slept on pillows made of stone,not verified,active,924153,438653,55104,6082,494
106,claim,1315033762,26,a friend mentioned someone discovered that the microwave oven was an accidental invention,not verified,active,253474,165223,20915,282,169
107,claim,4828821238,49,a friend mentioned someone discovered that the tallest tower of cupcakes ever made was over 35 feet,not verified,under scrutiny,777888,193049,29946,4763,2207
108,claim,2117947214,39,a friend mentioned someone discovered that sweden has the most islands of any country,not verified,under scrutiny,102226,9584,2051,114,67
109,claim,6688562890,9,"a friend mentioned someone discovered that in japan, its considered good luck when a sumo wrestler makes your baby cry",not verified,under scrutiny,973061,448802,20739,1603,207
110,claim,9962393345,11,a friend mentioned someone discovered that armadillos have bulletproof shells,not verified,active,332787,47549,15569,487,126
111,claim,2186703540,19,a friend mentioned someone discovered that the eiffel tower gets taller during the summer,not verified,active,138553,2422,846,34,6
112,claim,8068631518,13,a friend mentioned someone discovered that an espresso maker has been sent to space,not verified,active,816558,87867,33370,2172,1242
113,claim,7869440554,7,a friend mentioned someone discovered that 170-year-old champagne was found under the baltic sea,not verified,active,97172,353,8,0,0
114,claim,9430531877,27,a friend mentioned someone discovered that the elasticity of rubber bands will last much longer when they are refrigerated,not verified,under scrutiny,93816,45065,15517,326,148
115,claim,8057772693,26,a friend mentioned someone discovered that most children in the world are born on a thursday,not verified,active,400354,263286,93061,2460,796
116,claim,3669536442,35,a friend mentioned someone discovered that outerspace partly smells like diesel fuel and barbeque,not verified,active,805733,223222,62428,2700,1111
117,claim,1519657237,53,a friend mentioned someone discovered that one strand of hair can hold up to 3 ounces of weight,not verified,active,873018,12865,3481,233,96
118,claim,1892597311,34,a friend mentioned someone discovered that the largest recorded snowflake was 15 inches wide,not verified,active,803065,307746,27009,3692,1809
119,claim,9825440887,53,a friend mentioned someone discovered that cold water is just as cleansing as hot water,not verified,under scrutiny,236707,77006,29555,1863,809
120,claim,3409455764,18,a friend mentioned someone discovered that the folds in a chef’s hat represents the number of ways that someone can cook an egg,not verified,banned,106387,42927,14041,970,612
121,claim,6440072790,14,a friend mentioned someone discovered that cactus spines can be used to make hooks,not verified,active,857653,78010,26285,245,33
122,claim,9862261317,51,a friend mentioned someone discovered that no two teeth from different people will ever be alike,not verified,under scrutiny,379761,9828,1105,180,86
123,claim,3493880646,18,a friend mentioned someone discovered that a man once set a record by putting on over 260 t-shirts,verified,banned,785546,39865,7854,25,16
124,claim,9152479417,29,a friend mentioned someone discovered that the roar of a lion can be heard up to 5 miles away,not verified,under scrutiny,931367,256877,8764,1883,1252
125,claim,5162776699,32,a friend mentioned someone discovered that baby octopuses are the size of a flea,not verified,active,363907,127157,46602,3114,1208
126,claim,1338847785,39,a friend mentioned someone discovered that you can burn calories just by standing,not verified,active,126206,1950,211,25,2
127,claim,1757896401,11,a friend mentioned someone discovered that 12 plants and 5 animals make up 75% of diets around the world,not verified,banned,410283,203986,69875,4432,925
128,claim,5426895347,53,a friend mentioned someone discovered that the queens in ant colonies live for around 30 years,not verified,active,610140,129245,12331,41,23
129,claim,6166945998,51,a friend mentioned someone discovered that the largest living thing on earth is a tree,not verified,active,243538,50495,4800,716,420
130,claim,1552575743,17,a friend mentioned someone discovered that the moon is moving away from the earth,not verified,active,849389,51298,7439,1069,145
131,claim,7061198904,43,"a friend mentioned someone discovered that every three seconds, there is a birth taking place somewhere in the world",not verified,active,882982,94752,20258,1240,230
132,claim,9424655846,18,a friend mentioned someone discovered that the longest recorded tennis match lasted for 11 hours,not verified,active,155267,2525,918,29,3
133,claim,9129757071,15,a friend mentioned someone discovered that a pineapple plant can only produce one pineapple a year,not verified,active,834739,181541,62156,1755,386
134,claim,5236345989,52,a friend mentioned someone discovered that redwoods are the tallest trees,not verified,under scrutiny,104216,13667,1213,245,31
135,claim,2579411562,11,a friend reported someone discovered that we will all fly with individual jetpacks by 2032,verified,active,699736,411286,107667,8658,1480
136,claim,4857438562,28,a friend reported someone discovered that nucelear fission is now being used to produce electricity,not verified,active,871627,231706,36883,1439,774
137,claim,8003613417,18,a friend reported someone discovered that new islands are being formed by volcanoes in the sea everyday,not verified,banned,942967,376986,49277,7411,395
138,claim,7504018094,13,a friend reported someone discovered that the most productive work day of the week is tuesday ,not verified,under scrutiny,311219,153745,11481,2691,128
139,claim,9381823243,17,"a friend reported someone discovered that american industrialist andrew carnegie had a net worth of $475 million usd, worth over $300 billion usd today",not verified,banned,841958,51894,14800,542,64
140,claim,4394399293,34,a friend reported someone discovered that the car radio was first introduced in 1922,not verified,banned,484611,266495,84824,4287,952
141,claim,6031325346,49,"a friend reported someone discovered that the voyager spacecrafts have carried a recording of chuck berry's ""johnny b. goode"" out of our solar system",not verified,active,575641,61109,14004,961,284
142,claim,4561713213,26,a friend reported someone discovered that 90% of the world’s data was generated after 2019 ,not verified,banned,964889,340082,90617,5358,3254
143,claim,4898370929,29,"a friend reported someone discovered that 99% of individuals in denmark, ireland and the united arab emirates have internet access",not verified,active,654497,349610,78894,541,303
144,claim,6089947068,52,a friend reported someone discovered that singapore has the fastest internet connectivity in the world.,not verified,active,268366,31013,5859,450,137
145,claim,6513215729,12,a friend reported someone discovered that the world generates 2.5 quintillion bytes of data every day,not verified,under scrutiny,174937,56563,9646,701,291
146,claim,9593616228,55,"a friend reported someone discovered that there are almost 1.16 billion websites, but only about 200 million are active",not verified,active,929005,575106,70749,2353,495
147,claim,4270274958,23,"a friend reported someone discovered that shanghai, china has the world's longest subway system  ",not verified,banned,438395,250193,93481,4192,2497
148,claim,5614550628,32,a friend reported someone discovered that the cheetah is the fastest land animal on earth,not verified,under scrutiny,600414,374899,104673,299,67
149,claim,4335503539,35,a friend reported someone discovered that some sharks can glow in the dark,not verified,active,250699,31102,6087,593,229
150,claim,2518669949,22,a friend reported someone discovered that the hottest planet in our solar system is venus.,not verified,under scrutiny,91297,51953,3124,512,155
151,claim,5157137213,5,a friend reported someone discovered that footprints left on the moon won’t disappear as there is no wind,not verified,active,5525,1525,504,7,1
152,claim,8104266820,11,a friend reported someone discovered that halley’s comet won’t be seen again until 2061,not verified,active,148518,63100,24829,480,30
153,claim,4476282449,15,a friend reported someone discovered that sound actually travels in space,not verified,under scrutiny,645332,34167,5174,108,52
154,claim,3674866562,23,a friend reported someone discovered that a day on mars is about the same length as on earth,not verified,active,284704,35372,4089,594,316
155,claim,5764449368,11,a friend reported someone discovered that there might be a huge planet in this solar system,not verified,active,702390,322703,23172,1226,330
156,claim,1292261367,34,a friend reported someone discovered that the pupil of a goat is rectangular,not verified,banned,632580,132765,40165,1212,592
157,claim,8627640301,56,a friend reported someone discovered that a double rainbow is a mirror image of the first rainbow,not verified,active,142528,82726,8300,1627,700
158,claim,8878250763,18,a friend reported someone discovered that avocados never ripen while they are still attached to the tree,not verified,active,439133,271468,58041,6359,1686
159,claim,5613729980,30,a friend reported someone discovered that artificial banana flavoring is based on an extinct banana type,not verified,active,363013,218906,6368,1435,131
160,claim,8858332627,59,a friend reported someone discovered that millions of trees are estimated to be planted by squirrels that forgot their buried nuts,not verified,active,752623,377306,22525,6679,1347
161,claim,2672952957,25,a friend reported someone discovered that cats sleep for two-thirds of their lives,not verified,under scrutiny,765721,32706,9741,474,267
162,claim,3390917079,39,a friend reported someone discovered that ancient egyptians slept on pillows made of stone,not verified,active,366212,158776,11845,3277,1479
163,claim,7297972085,15,a friend reported someone discovered that the tallest tower of cupcakes ever made was over 35 feet,not verified,active,212064,53441,11696,717,253
164,claim,8519231941,41,a friend reported someone discovered that bubble wrap was originally designed to be used as wallpaper,not verified,active,372483,28840,168,663,87
165,claim,9370427577,8,a friend reported someone discovered that q' is the only letter that doesn’t appear in any u.s. state name,not verified,banned,926325,346822,16944,6663,3733
166,claim,2153243520,10,a friend reported someone discovered that an espresso maker has been sent to space,not verified,active,470924,257177,31347,2620,1324
167,claim,2925513503,60,a friend reported someone discovered that 170-year-old champagne was found under the baltic sea,not verified,banned,29203,11362,4050,229,47
168,claim,5629071515,24,a friend reported someone discovered that there are billions of eggs produced commercially each year,not verified,under scrutiny,526798,301423,89721,6869,2286
169,claim,5550936239,21,a friend reported someone discovered that buttermilk does not contain any butter,not verified,banned,493049,213479,37980,519,202
170,claim,7387900341,8,a friend reported someone discovered that there are fewer stars in the sky than there are trees on earth,not verified,active,938220,85690,27605,1390,706
171,claim,5353372312,60,a friend reported someone discovered that melting glaciers make fizzy noises,not verified,active,746022,421240,138488,2284,1249
172,claim,6632013836,14,a friend reported someone discovered that cactus spines can be used to make hooks,not verified,active,152143,3916,196,70,29
173,claim,2057326963,22,a friend reported someone discovered that no two teeth from different people will ever be alike,not verified,active,999926,478421,13955,11624,1917
174,claim,2490242859,36,a friend reported someone discovered that apple seeds contain cyanide,not verified,banned,622818,159044,18880,2418,1331
175,claim,3498374828,43,a friend reported someone discovered that technicolored squirrels roam the lands of southern india,not verified,active,240005,9043,2009,5,2
176,claim,9830928243,59,a friend reported someone discovered that up to 20% of power outages in the u.s. are due to squirrels chewing through the lines,not verified,active,687823,334214,33092,7272,4017
177,claim,6793004145,55,a friend reported someone discovered that violin bows are made from horsehair,not verified,banned,457122,33111,8583,252,160
178,claim,8166741909,14,a friend reported someone discovered that flossing your teeth improves memory,not verified,active,948308,77090,25187,1782,492
179,claim,1756469466,21,a friend reported someone discovered that 12 plants and 5 animals make up 75% of diets around the world,not verified,active,273494,73545,5612,193,38
180,claim,3605825378,19,a friend reported someone discovered that the queens in ant colonies live for around 30 years,not verified,active,881760,457773,80339,7364,4483
181,claim,5251590793,11,a friend reported someone discovered that a giant tortoise that was believed to be extinct was found in the galapagos islands,not verified,active,629123,398036,156377,6455,3809
182,claim,5909625679,29,a friend told me someone discovered that humans will live on mars by 2035,not verified,active,630442,111012,23885,1051,38
183,claim,2771049062,24,a friend told me someone discovered that drone deliveries are already happening and will become common by 2025,not verified,active,439876,204537,15317,4670,2520
184,claim,9372872276,52,a friend told me someone discovered that making emotional facial expressions can prompt humans to have those emotions,not verified,active,168275,3213,374,67,40
185,claim,8643489914,58,a friend told me someone discovered that yellowstone national park is home to a supervolcano,not verified,active,264508,120576,46281,2217,757
186,claim,9052518395,52,a friend told me someone discovered that the largest rock on earth is in australia,not verified,active,901124,421645,10851,1870,970
187,claim,6148916077,47,a friend told me someone discovered that mobile phone use in india is nearly 100%,not verified,active,461995,77339,29839,820,226
188,claim,7477928733,25,a friend told me someone discovered that the band metallica is the first and only group to play on all seven continents,not verified,active,986178,69,4,1,0
189,claim,5367265776,17,a friend told me someone discovered that 4 of the top 10 highest paid atheletes in the world are players in the american national basketball assocation (nba),not verified,active,440246,88484,22493,939,257
190,claim,6048440257,56,a friend told me someone discovered that badminton is the fastest ball and net sport in the world,not verified,banned,252048,25025,1636,86,25
191,claim,8042520363,49,a friend told me someone discovered that the biggest passenger bus in the world operates in brazil ,not verified,active,404150,180127,59068,4004,2161
192,claim,6645612853,60,a friend told me someone discovered that reindeer grow new antlers every year,not verified,active,285633,38595,10483,739,50
193,claim,8328571718,21,a friend told me someone discovered that the hummingbird is the only bird that can fly backwards,not verified,active,119245,72881,6100,682,104
194,claim,9186357518,24,a friend told me someone discovered that the sunset is blue on mars,not verified,active,382247,222143,57104,763,237
195,claim,9774600059,41,a friend told me someone discovered that there might be a huge planet in this solar system,not verified,active,188069,17123,2881,369,226
196,claim,1308958514,44,a friend told me someone discovered that astronauts can grow as much as two inches in space,not verified,active,218553,66732,6529,389,188
197,claim,3672017962,48,a friend told me someone discovered that canned pumpkins do not contain actual pumpkins,not verified,banned,23790,7280,1286,83,49
198,claim,7431579631,31,a friend told me someone discovered that baked beans are not actually baked,not verified,banned,192943,27680,6815,25,1
199,claim,2567711759,59,a friend told me someone discovered that australia has a bright pink lake,verified,active,299770,193987,8448,4158,1874
200,claim,8224572255,12,"a friend told me someone discovered that at birth, baby pandas are smaller than mice",not verified,active,767026,31288,6276,397,169
201,claim,9812525693,8,a friend told me someone discovered that the eiffel tower leans away from the sun,not verified,active,160508,75436,11769,58,3
202,claim,6290558593,22,a friend told me someone discovered that the tallest tower of cupcakes ever made was over 35 feet,not verified,under scrutiny,148107,69033,16033,1315,876
203,claim,9092157576,18,a friend told me someone discovered that neptune was the first planet that was discovered before being seen through a telescope,not verified,active,732435,117104,6025,2022,485
204,claim,4851087957,6,a friend told me someone discovered that the first commercial airplane flight lasted 23 minutes,not verified,active,599273,69788,22758,716,185
205,claim,1331129632,60,a friend told me someone discovered that the french scrabble world champion winner doesn’t speak french,not verified,active,664577,350040,6047,6795,1486
206,claim,6611418845,53,a friend told me someone discovered that the eye of an ostrich is bigger than its brain,not verified,banned,284919,187827,43679,2029,1080
207,claim,5035562135,10,a friend told me someone discovered that leeches were historically used to predict the weather,not verified,active,15131,2683,727,6,2
208,claim,2343303829,42,a friend told me someone discovered that snakes can predict earthquakes,not verified,under scrutiny,979026,379305,16138,6536,1494
209,claim,7372883350,49,a friend told me someone discovered that the opposite sides of dice will always equal 7,not verified,active,159089,67070,14711,989,495
210,claim,7790940222,60,a friend told me someone discovered that frigate birds can sleep while flying,not verified,under scrutiny,466052,70906,5975,272,110
211,claim,2139426327,20,a friend told me someone discovered that up to 20% of power outages in the u.s. are due to squirrels chewing through the lines,not verified,active,638631,287210,42969,5283,1578
212,claim,1493149941,47,a friend told me someone discovered that around 50% of the mined gold on earth comes from one source,not verified,active,971932,524682,94120,1849,421
213,claim,5935471496,24,a friend told me someone discovered that the insect population of the world is 1 billion times more than the world population,not verified,active,479734,132441,13212,1765,976
214,claim,7361775537,35,a friend told me someone discovered that there are 366 dimples on a regulation golf ball,not verified,active,216170,9376,1412,152,52
215,claim,3821373864,15,a friend claimed someone discovered that we will all fly with individual jetpacks by 2032,not verified,active,338468,103487,13780,779,354
216,claim,6210563317,7,a friend claimed someone discovered that microbes from the sahara desert help feed the amazon rainforest,not verified,active,481675,222885,85092,3722,16
217,claim,3619389407,28,a friend claimed someone discovered that 20% of the world's oxygen is produced in the amazon jungles,not verified,under scrutiny,466369,117349,31754,1288,704
218,claim,8010052100,39,a friend claimed someone discovered that the total number of multinational companies investing in green initiatives has increased by 35% since 2020,not verified,active,625424,81106,18054,1932,275
219,claim,5483074219,48,a friend claimed someone discovered that a modern formula 1 racing car can drive upside down in a tunnel at 120mph,not verified,active,421954,59121,12797,407,167
220,claim,2108391866,5,a friend claimed someone discovered that the first electric vehicle was created in 1832,not verified,under scrutiny,898881,371660,2210,7253,1219
221,claim,4900699490,34,a friend claimed someone discovered that violins are constructed from 70 individual wooden pieces,not verified,under scrutiny,465483,221357,85312,5491,2450
222,claim,6821933220,23,"a friend claimed someone discovered that the most recorded song in history is ""summertime"" written by george gershwin and dorothy heyward",not verified,under scrutiny,364929,97413,28543,510,269
